city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Casablanca,Casablanca,33.5992,-7.62,Morocco,MA,MAR,Casablanca-Settat,admin,3950000.0,1504175315
Tangier,Tangier,35.7767,-5.8039,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,admin,1275428.0,1504861504
Fès,Fes,34.0433,-5.0033,Morocco,MA,MAR,Fès-Meknès,admin,1167842.0,1504861997
Marrakech,Marrakech,31.6295,-7.9811,Morocco,MA,MAR,Marrakech-Safi,admin,1085330.0,1504172585
Sale,Sale,34.05,-6.8167,Morocco,MA,MAR,Rabat-Salé-Kénitra,,945101.0,1504989034
Meknès,Meknes,33.8833,-5.55,Morocco,MA,MAR,Fès-Meknès,,601000.0,1504333193
Rabat,Rabat,34.0211,-6.8414,Morocco,MA,MAR,Rabat-Salé-Kénitra,primary,572717.0,1504023252
Agadir,Agadir,30.4214,-9.5831,Morocco,MA,MAR,Souss-Massa,admin,538000.0,1504116858
Kenitra,Kenitra,34.25,-6.5833,Morocco,MA,MAR,Rabat-Salé-Kénitra,,507736.0,1504534876
Oujda-Angad,Oujda-Angad,34.6867,-1.9114,Morocco,MA,MAR,Oriental,admin,506224.0,1504891036
Tétouan,Tetouan,35.5667,-5.3667,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,422757.0,1504709141
Safi,Safi,32.2833,-9.2333,Morocco,MA,MAR,Marrakech-Safi,,367249.0,1504000717
Taourirt,Taourirt,34.41,-2.89,Morocco,MA,MAR,Oriental,,321876.0,1504648957
Temara,Temara,33.9234,-6.9076,Morocco,MA,MAR,Rabat-Salé-Kénitra,,297098.0,1504016606
Laâyoune,Laayoune,27.15,-13.2,Morocco,MA,MAR,Laâyoune-Sakia El Hamra,,262791.0,1504000319
El Jadid,El Jadid,33.2566,-8.5025,Morocco,MA,MAR,Casablanca-Settat,,237464.0,1504964063
Ait Melloul,Ait Melloul,30.3342,-9.4972,Morocco,MA,MAR,Souss-Massa,,210870.0,1504134516
Béni Mellal,Beni Mellal,32.3394,-6.3608,Morocco,MA,MAR,Béni Mellal-Khénifra,admin,209594.0,1504131639
Bouskoura,Bouskoura,33.4489,-7.6486,Morocco,MA,MAR,Casablanca-Settat,,200359.0,1504503306
Tiznit,Tiznit,29.7,-9.7269,Morocco,MA,MAR,Souss-Massa,,196348.0,1504399838
Mohammedia,Mohammedia,33.6833,-7.3833,Morocco,MA,MAR,Casablanca-Settat,,194358.0,1504542634
Kouribga,Kouribga,32.88,-6.9,Morocco,MA,MAR,Béni Mellal-Khénifra,,191807.0,1504325928
Settat,Settat,33.0023,-7.6198,Morocco,MA,MAR,Casablanca-Settat,,171556.0,1504720478
Barrechid,Barrechid,33.27,-7.5872,Morocco,MA,MAR,Casablanca-Settat,,168687.0,1504194885
Ad Dakhla,Ad Dakhla,23.7167,-15.95,Morocco,MA,MAR,Dakhla-Oued Ed-Dahab,,165463.0,1504999983
Nador,Nador,35.1667,-2.9333,Morocco,MA,MAR,Oriental,,161726.0,1504811178
Taza,Taza,34.2144,-4.0088,Morocco,MA,MAR,Fès-Meknès,,148406.0,1504405154
Inezgane,Inezgane,30.3658,-9.5381,Morocco,MA,MAR,Souss-Massa,,137512.0,1504786674
Larache,Larache,35.1833,-6.15,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,133731.0,1504637172
Al Khmissat,Al Khmissat,33.81,-6.06,Morocco,MA,MAR,Rabat-Salé-Kénitra,,131542.0,1504079907
Guelmim,Guelmim,28.9833,-10.0667,Morocco,MA,MAR,Guelmim-Oued Noun,admin,126729.0,1504110861
Ksar El Kebir,Ksar El Kebir,35.0,-5.9,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,124701.0,1504230428
Khénifra,Khenifra,32.93,-5.66,Morocco,MA,MAR,Béni Mellal-Khénifra,,123738.0,1504143530
Skhirate,Skhirate,33.85,-7.03,Morocco,MA,MAR,Rabat-Salé-Kénitra,,122705.0,1504664899
Beni Yakhlef,Beni Yakhlef,33.6555,-7.3221,Morocco,MA,MAR,Casablanca-Settat,,117653.0,1504512130
Sidi Yahya Zaer,Sidi Yahya Zaer,33.7105,-6.8831,Morocco,MA,MAR,Rabat-Salé-Kénitra,,116649.0,1504365068
Ben Guerir,Ben Guerir,32.23,-7.95,Morocco,MA,MAR,Marrakech-Safi,,114872.0,1504909564
Ait Ali,Ait Ali,30.1739,-9.4881,Morocco,MA,MAR,Souss-Massa,,113236.0,1504009062
My Drarga,My Drarga,30.3805,-9.4763,Morocco,MA,MAR,Souss-Massa,,107621.0,1504399163
Lqoliaa,Lqoliaa,30.2942,-9.4544,Morocco,MA,MAR,Souss-Massa,,107133.0,1504675410
El Kelaa des Srarhna,El Kelaa des Srarhna,32.05,-7.4,Morocco,MA,MAR,Marrakech-Safi,,106418.0,1504846488
Moulay Abdallah,Moulay Abdallah,33.1978,-8.5883,Morocco,MA,MAR,Casablanca-Settat,,103993.0,1504563452
Tiflet,Tiflet,33.9,-6.33,Morocco,MA,MAR,Rabat-Salé-Kénitra,,103850.0,1504661999
Oulad Teïma,Oulad Teima,30.4,-9.21,Morocco,MA,MAR,Souss-Massa,,100284.0,1504278611
Berkane,Berkane,34.9167,-2.3167,Morocco,MA,MAR,Oriental,,99069.0,1504282363
Ain El Aouda,Ain El Aouda,33.8111,-6.7922,Morocco,MA,MAR,Rabat-Salé-Kénitra,,98502.0,1504400263
Errachidia,Errachidia,31.9319,-4.4244,Morocco,MA,MAR,Drâa-Tafilalet,admin,97687.0,1504005759
Al Fqih Ben Çalah,Al Fqih Ben Calah,32.507,-6.6886,Morocco,MA,MAR,Béni Mellal-Khénifra,,97380.0,1504975687
Ad Darwa,Ad Darwa,33.4167,-7.5333,Morocco,MA,MAR,Casablanca-Settat,,96619.0,1504000451
Martil,Martil,35.61,-5.27,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,95896.0,1504341023
Sidi Slimane,Sidi Slimane,34.26,-5.93,Morocco,MA,MAR,Rabat-Salé-Kénitra,,95114.0,1504101128
Oued Zem,Oued Zem,32.8619,-6.5711,Morocco,MA,MAR,Béni Mellal-Khénifra,,93776.0,1504098746
Sa’ada,Sa'ada,31.6258,-8.1028,Morocco,MA,MAR,Marrakech-Safi,,91903.0,1504926324
Douar Ain Chkef,Douar Ain Chkef,33.9636,-5.0281,Morocco,MA,MAR,Fès-Meknès,,91541.0,1504020762
Gueznaia,Gueznaia,35.7066,-5.9088,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,88676.0,1504255211
Sefrou,Sefrou,33.83,-4.83,Morocco,MA,MAR,Fès-Meknès,,86903.0,1504820285
Qal’at Mgouna,Qal'at Mgouna,31.2414,-6.1283,Morocco,MA,MAR,Drâa-Tafilalet,,83748.0,1504989758
Taroudannt,Taroudannt,30.4711,-8.8778,Morocco,MA,MAR,Souss-Massa,,83496.0,1504415764
Essaouira,Essaouira,31.513,-9.7687,Morocco,MA,MAR,Marrakech-Safi,,82962.0,1504845522
Azrou,Azrou,33.4344,-5.2213,Morocco,MA,MAR,Fès-Meknès,,81350.0,1504585311
Guercif,Guercif,34.23,-3.36,Morocco,MA,MAR,Oriental,,80703.0,1504842310
Warzat,Warzat,30.9167,-6.9167,Morocco,MA,MAR,Drâa-Tafilalet,,79218.0,1504381507
Fnidq,Fnidq,35.8414,-5.3587,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,77250.0,1504670555
Sidi Taibi,Sidi Taibi,32.16,-8.58,Morocco,MA,MAR,Rabat-Salé-Kénitra,,76227.0,1504376928
Tan-Tan,Tan-Tan,28.4333,-11.1,Morocco,MA,MAR,Guelmim-Oued Noun,,76134.0,1504164174
Sidi Qacem,Sidi Qacem,34.21,-5.7,Morocco,MA,MAR,Rabat-Salé-Kénitra,,75037.0,1504300626
Sidi Bibi,Sidi Bibi,30.2333,-9.5333,Morocco,MA,MAR,Souss-Massa,,72929.0,1504682772
M’diq,M'diq,35.68,-5.32,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,67599.0,1504774869
Benslimane,Benslimane,33.6122,-7.1211,Morocco,MA,MAR,Casablanca-Settat,,67317.0,1504790296
Youssoufia,Youssoufia,32.25,-8.53,Morocco,MA,MAR,Marrakech-Safi,,65669.0,1504459034
Midalt,Midalt,32.68,-4.74,Morocco,MA,MAR,Drâa-Tafilalet,,62648.0,1504279379
Aïn Harrouda,Ain Harrouda,33.6372,-7.4483,Morocco,MA,MAR,Casablanca-Settat,,60804.0,1504718611
Souq Sebt Oulad Nemma,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,MA,MAR,Béni Mellal-Khénifra,,60293.0,1504194496
Mehdya,Mehdya,34.2557,-6.6745,Morocco,MA,MAR,Rabat-Salé-Kénitra,,58558.0,1504438304
Ouezzane,Ouezzane,34.8,-5.6,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,57737.0,1504736892
Semara,Semara,26.7394,-11.6703,Morocco,MA,MAR,Laâyoune-Sakia El Hamra,,57035.0,1504999984
Ait Ourir,Ait Ourir,31.5644,-7.6628,Morocco,MA,MAR,Marrakech-Safi,,56954.0,1504763448
Oulad Tayeb,Oulad Tayeb,33.9598,-4.9954,Morocco,MA,MAR,Fès-Meknès,,56352.0,1504027412
Tit Mellil,Tit Mellil,33.5533,-7.4822,Morocco,MA,MAR,Casablanca-Settat,,56019.0,1504892729
Sidi Bennour,Sidi Bennour,32.655,-8.4292,Morocco,MA,MAR,Casablanca-Settat,,55847.0,1504893162
Bouznika,Bouznika,33.7894,-7.1597,Morocco,MA,MAR,Casablanca-Settat,,55722.0,1504766743
Sidi Mohamed Lahmar,Sidi Mohamed Lahmar,34.7167,-6.2667,Morocco,MA,MAR,Rabat-Salé-Kénitra,,52679.0,1504538713
Temsia,Temsia,30.3633,-9.4144,Morocco,MA,MAR,Souss-Massa,,52663.0,1504419242
Biougra,Biougra,30.2144,-9.3708,Morocco,MA,MAR,Souss-Massa,,50626.0,1504630552
Ourika Wawrmas,Ourika Wawrmas,31.378,-7.8048,Morocco,MA,MAR,Drâa-Tafilalet,,50558.0,1504021700
Beni Enzar,Beni Enzar,35.2569,-2.9342,Morocco,MA,MAR,Oriental,,50508.0,1504616684
Al Hoceïma,Al Hoceima,35.2472,-3.9322,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,50225.0,1504990575
Douar Laouamra,Douar Laouamra,31.8,-8.7167,Morocco,MA,MAR,Marrakech-Safi,,48253.0,1504542773
Qasbat Tadla,Qasbat Tadla,32.6,-6.26,Morocco,MA,MAR,Béni Mellal-Khénifra,,48172.0,1504612704
Aziylal,Aziylal,31.96,-6.56,Morocco,MA,MAR,Béni Mellal-Khénifra,,48138.0,1504084050
Boujad,Boujad,32.7741,-6.3925,Morocco,MA,MAR,Béni Mellal-Khénifra,,47209.0,1504259447
Al Aaroui,Al Aaroui,35.0104,-3.0073,Morocco,MA,MAR,Oriental,,46540.0,1504779155
Mrirt,Mrirt,33.1654,-5.5634,Morocco,MA,MAR,Béni Mellal-Khénifra,,46285.0,1504917091
Chefchaouene,Chefchaouene,35.1714,-5.2697,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,46168.0,1504471687
Tineghir,Tineghir,31.5147,-5.5328,Morocco,MA,MAR,Drâa-Tafilalet,,44239.0,1504760525
Bouknadel,Bouknadel,34.1766,-6.6893,Morocco,MA,MAR,Rabat-Salé-Kénitra,,43598.0,1504368806
Douar Bni Malek,Douar Bni Malek,34.7583,-6.0572,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,43282.0,1504252777
Had Abdallah Rhiat,Had Abdallah Rhiat,31.5183,-7.8494,Morocco,MA,MAR,Marrakech-Safi,,43237.0,1504615622
Cabo Bojador,Cabo Bojador,26.1269,-14.4992,Morocco,MA,MAR,Laâyoune-Sakia El Hamra,,42651.0,1504003884
Zagora,Zagora,30.3316,-5.8376,Morocco,MA,MAR,Drâa-Tafilalet,,42294.0,1504579638
Azemmour,Azemmour,33.2833,-8.3333,Morocco,MA,MAR,Casablanca-Settat,,42098.0,1504675793
Mnasra,Mnasra,34.7667,-5.5167,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,41434.0,1504815098
El Hajeb,El Hajeb,33.6928,-5.3711,Morocco,MA,MAR,Fès-Meknès,,41359.0,1504718907
Jerada,Jerada,34.31,-2.16,Morocco,MA,MAR,Oriental,,41014.0,1504230609
El Aïoun,El Aioun,34.5726,-2.5127,Morocco,MA,MAR,Oriental,,40652.0,1504312724
Tameslouht,Tameslouht,31.5,-8.1,Morocco,MA,MAR,Marrakech-Safi,,40283.0,1504936367
Sidi Yahia El Gharb,Sidi Yahia El Gharb,34.3058,-6.3058,Morocco,MA,MAR,Rabat-Salé-Kénitra,,39946.0,1504994850
Taounate,Taounate,34.5358,-4.64,Morocco,MA,MAR,Fès-Meknès,,39114.0,1504565730
Bahharet Oulad Ayyad,Bahharet Oulad Ayyad,34.7703,-6.3047,Morocco,MA,MAR,Rabat-Salé-Kénitra,,38611.0,1504139256
Chichaoua,Chichaoua,31.5333,-8.7667,Morocco,MA,MAR,Marrakech-Safi,,38452.0,1504125569
Al ’Attawia,Al 'Attawia,31.83,-7.31,Morocco,MA,MAR,Marrakech-Safi,,38405.0,1504496327
Tabount,Tabount,30.9014,-6.9217,Morocco,MA,MAR,Drâa-Tafilalet,,37465.0,1504000158
Bellaa,Bellaa,30.0314,-9.5542,Morocco,MA,MAR,Souss-Massa,,36774.0,1504167169
Zaïo,Zaio,34.9396,-2.7334,Morocco,MA,MAR,Oriental,,36766.0,1504831853
Zoumi,Zoumi,34.8,-5.35,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,36573.0,1504309761
Aguelmous,Aguelmous,33.1324,-5.8366,Morocco,MA,MAR,Béni Mellal-Khénifra,,36560.0,1504241696
Mograne,Mograne,34.4497,-6.3562,Morocco,MA,MAR,Rabat-Salé-Kénitra,,36452.0,1504174936
Zawyat an Nwaçer,Zawyat an Nwacer,33.3611,-7.6114,Morocco,MA,MAR,Casablanca-Settat,,36326.0,1504451401
Asilah,Asilah,35.4667,-6.0333,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,36039.0,1504676037
Douar Oulad Hssine,Douar Oulad Hssine,33.0681,-8.5108,Morocco,MA,MAR,Casablanca-Settat,,36018.0,1504473203
Dabouziya,Dabouziya,33.2172,-8.419,Morocco,MA,MAR,Casablanca-Settat,,35777.0,1504001026
Lalla Mimouna,Lalla Mimouna,34.85,-6.0669,Morocco,MA,MAR,Rabat-Salé-Kénitra,,35600.0,1504801532
Aourir,Aourir,30.5252,-9.6116,Morocco,MA,MAR,Souss-Massa,,35365.0,1504616385
Arbaoua,Arbaoua,34.9132,-5.9308,Morocco,MA,MAR,Rabat-Salé-Kénitra,,35077.0,1504079088
Imzouren,Imzouren,35.1464,-3.8506,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,34848.0,1504878608
Mediouna,Mediouna,33.4556,-7.5208,Morocco,MA,MAR,Casablanca-Settat,,34510.0,1504371270
Demnat,Demnat,31.7311,-7.0361,Morocco,MA,MAR,Béni Mellal-Khénifra,,33635.0,1504747424
Ben Ahmed,Ben Ahmed,33.0714,-7.2436,Morocco,MA,MAR,Casablanca-Settat,,33469.0,1504202051
Oulad Hammou,Oulad Hammou,33.25,-8.3347,Morocco,MA,MAR,Casablanca-Settat,,33380.0,1504007795
Aït Faska,Ait Faska,31.5058,-7.7161,Morocco,MA,MAR,Marrakech-Safi,,33076.0,1504886930
Aïn Taoujdat,Ain Taoujdat,33.9333,-5.2167,Morocco,MA,MAR,Fès-Meknès,,33055.0,1504497923
Ksebia,Ksebia,34.2933,-6.1594,Morocco,MA,MAR,Rabat-Salé-Kénitra,,33007.0,1504059620
Dar Bel Hamri,Dar Bel Hamri,34.1889,-5.9697,Morocco,MA,MAR,Rabat-Salé-Kénitra,,32873.0,1504221505
Sidi Smai’il,Sidi Smai'il,32.8167,-8.5,Morocco,MA,MAR,Casablanca-Settat,,32694.0,1504182456
Moulay Bousselham,Moulay Bousselham,34.8786,-6.2933,Morocco,MA,MAR,Rabat-Salé-Kénitra,,32643.0,1504188471
Mechraa Bel Ksiri,Mechraa Bel Ksiri,34.56,-5.95,Morocco,MA,MAR,Rabat-Salé-Kénitra,,32615.0,1504646910
Souk et Tnine Jorf el Mellah,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,Morocco,MA,MAR,Rabat-Salé-Kénitra,,31976.0,1504332951
Zeghanghane,Zeghanghane,35.1575,-3.0017,Morocco,MA,MAR,Oriental,,31431.0,1504260154
Bni Frassen,Bni Frassen,34.3819,-4.3761,Morocco,MA,MAR,Fès-Meknès,,30683.0,1504574079
Oulad Barhil,Oulad Barhil,30.6408,-8.475,Morocco,MA,MAR,Souss-Massa,,30330.0,1504160582
Bir Jdid,Bir Jdid,33.3737,-8.0002,Morocco,MA,MAR,Casablanca-Settat,,30247.0,1504415482
Bou Arfa,Bou Arfa,32.531,-1.9631,Morocco,MA,MAR,Oriental,,30068.0,1504454457
Oulad Zemam,Oulad Zemam,32.35,-6.6333,Morocco,MA,MAR,Béni Mellal-Khénifra,,30039.0,1504396811
Taza,Taza,35.0639,-5.2025,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,29895.0,1504253957
Selouane,Selouane,35.0708,-2.9392,Morocco,MA,MAR,Oriental,,29628.0,1504039594
Fritissa,Fritissa,33.6962,-3.438,Morocco,MA,MAR,Fès-Meknès,,29594.0,1504842954
Tahannawt,Tahannawt,31.3514,-7.9508,Morocco,MA,MAR,Marrakech-Safi,,29562.0,1504266057
Sidi Allal el Bahraoui,Sidi Allal el Bahraoui,33.983,-6.417,Morocco,MA,MAR,Rabat-Salé-Kénitra,,29147.0,1504503519
El Mansouria,El Mansouria,33.75,-7.3,Morocco,MA,MAR,Casablanca-Settat,,29139.0,1504714536
Arfoud,Arfoud,31.4361,-4.2328,Morocco,MA,MAR,Drâa-Tafilalet,,28912.0,1504190665
Sabaa Aiyoun,Sabaa Aiyoun,33.9031,-5.3786,Morocco,MA,MAR,Fès-Meknès,,28736.0,1504462212
Ej Jem’a Ghemat,Ej Jem'a Ghemat,31.4278,-7.7922,Morocco,MA,MAR,Marrakech-Safi,,28674.0,1504720360
Tahla,Tahla,34.05,-4.42,Morocco,MA,MAR,Fès-Meknès,,28612.0,1504092591
Aïn Cheggag,Ain Cheggag,33.8635,-5.0599,Morocco,MA,MAR,Fès-Meknès,,28584.0,1504540865
Rich,Rich,32.2593,-4.4991,Morocco,MA,MAR,Drâa-Tafilalet,,28462.0,1504005566
Missour,Missour,33.05,-3.9908,Morocco,MA,MAR,Fès-Meknès,,28408.0,1504694053
Safsaf,Safsaf,34.5581,-6.0078,Morocco,MA,MAR,Rabat-Salé-Kénitra,,28106.0,1504872939
Douar Olad. Salem,Douar Olad. Salem,32.8739,-8.8589,Morocco,MA,MAR,Casablanca-Settat,,27895.0,1504813232
Oulad Hassoune,Oulad Hassoune,31.6503,-7.8361,Morocco,MA,MAR,Marrakech-Safi,,27314.0,1504841903
Hairel Nhai,Hairel Nhai,35.6108,-5.9186,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,27204.0,1504390112
Sidi Lmokhtar,Sidi Lmokhtar,31.57,-9.01,Morocco,MA,MAR,Marrakech-Safi,,27083.0,1504925399
Lamzoudia,Lamzoudia,31.5833,-8.4833,Morocco,MA,MAR,Marrakech-Safi,,27004.0,1504553058
Douar Toulal,Douar Toulal,33.8951,-5.6021,Morocco,MA,MAR,Fès-Meknès,,26970.0,1504858900
Douar Oulad Aj-jabri,Douar Oulad Aj-jabri,32.2567,-6.7839,Morocco,MA,MAR,Béni Mellal-Khénifra,,26733.0,1504025075
Echemmaia Est,Echemmaia Est,32.0706,-8.6533,Morocco,MA,MAR,Marrakech-Safi,,26547.0,1504437117
Ouaoula,Ouaoula,31.8075,-6.7821,Morocco,MA,MAR,Béni Mellal-Khénifra,,26410.0,1504340462
Khenichet-sur Ouerrha,Khenichet-sur Ouerrha,34.4383,-5.6844,Morocco,MA,MAR,Rabat-Salé-Kénitra,,26246.0,1504817862
Sidi Abdelkader,Sidi Abdelkader,33.0494,-8.6886,Morocco,MA,MAR,Casablanca-Settat,,25935.0,1504001212
Oulad Yaïch,Oulad Yaich,32.4167,-6.3333,Morocco,MA,MAR,Béni Mellal-Khénifra,,25785.0,1504233317
Had Oulad Issa,Had Oulad Issa,32.9307,-8.682,Morocco,MA,MAR,Casablanca-Settat,,25367.0,1504891592
Oulad Said,Oulad Said,32.632,-8.8456,Morocco,MA,MAR,Casablanca-Settat,,25231.0,1504360657
Zawyat ech Cheïkh,Zawyat ech Cheikh,32.6541,-5.9214,Morocco,MA,MAR,Béni Mellal-Khénifra,,25088.0,1504071186
Imi-n-Tanout,Imi-n-Tanout,31.177,-8.8504,Morocco,MA,MAR,Marrakech-Safi,,25049.0,1504593970
Bourdoud,Bourdoud,34.5922,-4.5492,Morocco,MA,MAR,Fès-Meknès,,24823.0,1504015338
Ain Aicha,Ain Aicha,34.4,-4.6619,Morocco,MA,MAR,Fès-Meknès,,24723.0,1504818592
Sebt Gzoula,Sebt Gzoula,32.1219,-9.0889,Morocco,MA,MAR,Marrakech-Safi,,24600.0,1504003595
Douar Ouled Ayad,Douar Ouled Ayad,32.4167,-7.1,Morocco,MA,MAR,Casablanca-Settat,,24564.0,1504223555
Tamorot,Tamorot,34.9363,-4.7794,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,24541.0,1504592587
Douar ’Ayn Dfali,Douar 'Ayn Dfali,33.9536,-4.4527,Morocco,MA,MAR,Fès-Meknès,,24521.0,1504477105
Ain Dfali,Ain Dfali,34.5984,-5.5473,Morocco,MA,MAR,Rabat-Salé-Kénitra,,24521.0,1504618863
Foum el Anser,Foum el Anser,32.3717,-6.2614,Morocco,MA,MAR,Béni Mellal-Khénifra,,24232.0,1504049816
Souk Tlet El Gharb,Souk Tlet El Gharb,34.6211,-6.1336,Morocco,MA,MAR,Rabat-Salé-Kénitra,,24190.0,1504595315
Setti Fatma,Setti Fatma,31.2256,-7.6758,Morocco,MA,MAR,Marrakech-Safi,,24159.0,1504468462
Skoura,Skoura,31.0672,-6.5397,Morocco,MA,MAR,Drâa-Tafilalet,,24053.0,1504320897
Oulad Salmane,Oulad Salmane,34.3443,-6.4944,Morocco,MA,MAR,Rabat-Salé-Kénitra,,23848.0,1504113014
Zegzel,Zegzel,34.8407,-2.3543,Morocco,MA,MAR,Oriental,,23846.0,1504844688
Ayt Mohamed,Ayt Mohamed,31.8803,-6.4711,Morocco,MA,MAR,Béni Mellal-Khénifra,,23531.0,1504703331
Douar Imoukkane,Douar Imoukkane,35.0601,-4.839,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,23132.0,1504341644
El Ghiate,El Ghiate,32.0331,-9.1625,Morocco,MA,MAR,Marrakech-Safi,,23109.0,1504222954
Douar Azla,Douar Azla,35.5564,-5.2453,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,22985.0,1504601982
Ait Bouziyane,Ait Bouziyane,33.8167,-5.2749,Morocco,MA,MAR,Fès-Meknès,,22780.0,1504248874
Had Beni Chiker,Had Beni Chiker,35.2735,-3.0151,Morocco,MA,MAR,Oriental,,22763.0,1504304908
Sidi Ifni,Sidi Ifni,29.3798,-10.173,Morocco,MA,MAR,Guelmim-Oued Noun,,22696.0,1504270532
Haddada,Haddada,34.222,-6.511,Morocco,MA,MAR,Rabat-Salé-Kénitra,,22652.0,1504933242
Asni,Asni,31.1676,-7.9126,Morocco,MA,MAR,Marrakech-Safi,,22637.0,1504093117
Tnine Lgharbia,Tnine Lgharbia,32.5719,-8.8569,Morocco,MA,MAR,Casablanca-Settat,,22622.0,1504401185
Arbi’a Tighadwiyn,Arbi'a Tighadwiyn,31.4279,-7.5253,Morocco,MA,MAR,Marrakech-Safi,,22353.0,1504625035
Sidi Allal Tazi,Sidi Allal Tazi,34.5197,-6.3236,Morocco,MA,MAR,Rabat-Salé-Kénitra,,22266.0,1504240446
Tlet Ighoud,Tlet Ighoud,31.8586,-8.8842,Morocco,MA,MAR,Marrakech-Safi,,22080.0,1504614371
Imouzzer Kandar,Imouzzer Kandar,33.73,-5.01,Morocco,MA,MAR,Fès-Meknès,,21943.0,1504932203
Station des Essais M.V.A.,Station des Essais M.V.A.,34.9134,-2.5117,Morocco,MA,MAR,Oriental,,21800.0,1504298109
Oualidia,Oualidia,32.7314,-9.0339,Morocco,MA,MAR,Casablanca-Settat,,21742.0,1504305960
Boumia,Boumia,32.7167,-5.1,Morocco,MA,MAR,Drâa-Tafilalet,,21713.0,1504947716
Oulad Embarek,Oulad Embarek,32.2988,-6.4845,Morocco,MA,MAR,Béni Mellal-Khénifra,,21636.0,1504452976
Caidat Sidi Boubker El Haj,Caidat Sidi Boubker El Haj,34.9147,-6.0733,Morocco,MA,MAR,Rabat-Salé-Kénitra,,21610.0,1504131696
Awlouz,Awlouz,30.7,-8.15,Morocco,MA,MAR,Souss-Massa,,21502.0,1504521135
Amizmiz,Amizmiz,31.21,-8.25,Morocco,MA,MAR,Marrakech-Safi,,21445.0,1504971543
Chouafaa,Chouafaa,34.9468,-6.1667,Morocco,MA,MAR,Rabat-Salé-Kénitra,,21374.0,1504441282
Tighedouine,Tighedouine,31.4236,-7.5208,Morocco,MA,MAR,Marrakech-Safi,,21161.0,1504874700
Ait Ben Daoudi,Ait Ben Daoudi,31.6345,-7.644,Morocco,MA,MAR,Marrakech-Safi,,21010.0,1504718613
Alnif,Alnif,31.1183,-5.1135,Morocco,MA,MAR,Drâa-Tafilalet,,20978.0,1504225472
Karia Ba Mohamed,Karia Ba Mohamed,34.3667,-5.2,Morocco,MA,MAR,Fès-Meknès,,20859.0,1504442421
Saka,Saka,34.6167,-3.4167,Morocco,MA,MAR,Oriental,,20857.0,1504711196
Sidi Abdel Aziz,Sidi Abdel Aziz,33.0102,-8.6482,Morocco,MA,MAR,Casablanca-Settat,,20854.0,1504001788
Outat Oulad Al Haj,Outat Oulad Al Haj,33.3335,-3.7077,Morocco,MA,MAR,Fès-Meknès,,20673.0,1504806480
Sidi Rahal,Sidi Rahal,33.4774,-7.9364,Morocco,MA,MAR,Casablanca-Settat,,20628.0,1504637195
Tamallalt,Tamallalt,31.8288,-7.5262,Morocco,MA,MAR,Marrakech-Safi,,20528.0,1504009378
El Gara,El Gara,33.2819,-7.2319,Morocco,MA,MAR,Casablanca-Settat,,20467.0,1504734362
Douar Lamrabih,Douar Lamrabih,34.4759,-5.4445,Morocco,MA,MAR,Rabat-Salé-Kénitra,,20461.0,1504888923
Sidi Jaber,Sidi Jaber,32.3534,-6.4336,Morocco,MA,MAR,Béni Mellal-Khénifra,,20455.0,1504230672
Sidi Chiker,Sidi Chiker,31.7453,-8.7069,Morocco,MA,MAR,Marrakech-Safi,,20291.0,1504682316
Tidili Masfiywat,Tidili Masfiywat,31.45,-7.6,Morocco,MA,MAR,Marrakech-Safi,,20283.0,1504563620
Afourar,Afourar,32.2083,-6.5403,Morocco,MA,MAR,Béni Mellal-Khénifra,,20215.0,1504710376
Oulad Fraj,Oulad Fraj,33.0196,-8.1809,Morocco,MA,MAR,Casablanca-Settat,,20176.0,1504478947
Tarhzirt,Tarhzirt,32.4173,-6.15,Morocco,MA,MAR,Béni Mellal-Khénifra,,20023.0,1504643080
Bni Bouayach,Bni Bouayach,35.1056,-3.8503,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,20013.0,1504579713
