city,date,temperature_max,temperature_min,precipitation_sum,precipitation_probability_max,wind_speed_max,wind_gusts_max,weather_code,temperature_category,precipitation_category,wind_category,precipitation_risk,wind_risk,temperature_risk,risk_score,risk_category
Semara,2026-09-21,42.2,24.0,0.0,10,20.3,33.5,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Semara,2026-09-22,42.2,27.3,0.0,4,21.0,36.7,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Ait Ourir,2026-09-20,35.1,23.5,0.2,25,12.9,25.2,3,Très chaud,Faible,Faible,25,0,100,35.0,Modéré
Ait Ourir,2026-09-21,35.8,23.6,0.0,5,17.6,33.1,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Ait Ourir,2026-09-22,35.0,21.5,0.0,0,14.2,27.0,1,Très chaud,Aucune,Faible,0,0,60,15.0,Faible
Oulad Tayeb,2026-09-20,35.4,20.4,0.0,0,15.8,31.0,1,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Oulad Tayeb,2026-09-21,35.1,20.9,0.0,0,13.8,26.6,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Oulad Tayeb,2026-09-22,33.6,19.5,0.0,0,11.8,23.8,0,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Tit Mellil,2026-09-20,31.7,19.6,0.0,0,12.3,33.1,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Tit Mellil,2026-09-21,32.9,20.6,0.0,0,13.7,36.4,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Tit Mellil,2026-09-22,31.0,19.1,0.0,0,12.0,32.4,1,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Sidi Bennour,2026-09-20,38.2,19.0,0.0,0,19.9,36.0,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Sidi Bennour,2026-09-21,40.0,21.6,0.0,0,22.5,39.2,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Sidi Bennour,2026-09-22,37.3,16.2,0.0,0,18.4,32.4,0,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Temsia,2026-09-20,30.4,20.7,0.0,0,16.6,36.4,45,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Temsia,2026-09-21,40.2,22.8,0.0,0,14.8,32.4,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Temsia,2026-09-22,39.4,23.7,0.0,0,21.3,49.7,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Biougra,2026-09-20,31.0,20.6,0.0,0,19.2,31.7,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Biougra,2026-09-21,40.3,23.0,0.0,0,18.2,32.8,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Biougra,2026-09-22,40.3,25.1,0.0,0,28.2,51.5,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Al Hoceïma,2026-09-20,28.2,23.0,0.0,0,29.0,51.8,2,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Al Hoceïma,2026-09-21,28.8,20.3,0.0,0,24.4,43.6,1,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Al Hoceïma,2026-09-22,27.6,17.4,0.0,0,16.4,30.2,2,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Qasbat Tadla,2026-09-20,37.7,21.9,0.0,3,19.4,41.4,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Qasbat Tadla,2026-09-21,37.1,20.3,0.0,3,13.3,25.9,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Qasbat Tadla,2026-09-22,36.1,19.7,0.0,0,10.5,19.4,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Aziylal,2026-09-20,29.1,19.2,0.1,13,18.9,41.8,3,Chaud,Faible,Faible,25,0,30,18.0,Faible
Aziylal,2026-09-21,28.1,18.7,0.0,5,20.3,43.6,3,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Aziylal,2026-09-22,27.9,17.1,0.0,0,17.5,37.1,2,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Boujad,2026-09-20,35.9,21.9,0.0,0,24.6,48.6,2,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Boujad,2026-09-21,35.3,21.8,0.0,3,18.2,34.2,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Boujad,2026-09-22,34.3,20.1,0.0,0,14.1,25.6,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Al Aaroui,2026-09-20,26.8,21.7,0.0,3,28.6,50.0,3,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Al Aaroui,2026-09-21,26.4,20.3,0.0,0,24.2,42.5,45,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Al Aaroui,2026-09-22,27.2,17.7,0.0,0,21.4,37.1,45,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Mrirt,2026-09-20,32.1,17.6,0.0,0,18.3,40.7,3,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Mrirt,2026-09-21,32.0,18.8,0.0,0,23.4,48.2,3,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
Mrirt,2026-09-22,31.5,15.9,0.0,0,21.2,46.1,2,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
Tineghir,2026-09-20,26.7,17.4,0.2,15,8.4,16.6,80,Chaud,Faible,Faible,25,0,30,18.0,Faible
Tineghir,2026-09-21,28.2,17.7,0.3,25,23.0,43.9,80,Chaud,Faible,Modéré,25,30,30,28.0,Modéré
Tineghir,2026-09-22,29.5,17.7,0.0,0,19.1,30.2,2,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Bouknadel,2026-09-20,30.4,20.4,0.0,0,10.9,21.2,1,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Bouknadel,2026-09-21,30.3,20.4,0.0,0,10.8,20.5,3,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Bouknadel,2026-09-22,28.6,20.1,0.0,0,10.0,19.1,3,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Cabo Bojador,2026-09-20,27.5,19.5,0.0,0,26.5,48.2,0,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Cabo Bojador,2026-09-21,28.6,20.9,0.0,2,26.4,46.8,3,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Cabo Bojador,2026-09-22,26.6,20.9,0.0,1,25.3,46.4,3,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Zagora,2026-09-20,33.1,23.8,0.0,3,13.7,28.8,3,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Zagora,2026-09-21,33.3,23.5,0.6,23,14.0,23.0,80,Chaud,Faible,Faible,25,0,60,25.0,Modéré
Zagora,2026-09-22,34.0,23.7,0.0,0,13.3,20.9,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Azemmour,2026-09-20,28.4,19.1,0.0,0,12.6,23.4,45,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Azemmour,2026-09-21,32.4,20.4,0.0,0,19.7,36.0,45,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Azemmour,2026-09-22,29.3,19.4,0.0,0,15.2,27.7,45,Chaud,Aucune,Faible,0,0,30,8.0,Faible
El Hajeb,2026-09-20,32.0,21.1,0.0,0,21.4,46.8,3,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
El Hajeb,2026-09-21,32.5,21.6,0.0,0,22.6,47.9,2,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
El Hajeb,2026-09-22,30.7,20.3,0.0,0,19.7,41.8,0,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Jerada,2026-09-20,28.7,16.5,0.1,30,19.8,46.1,3,Chaud,Faible,Faible,25,0,30,18.0,Faible
Jerada,2026-09-21,27.2,16.8,0.0,0,21.5,48.6,3,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Jerada,2026-09-22,27.3,15.6,0.0,0,20.1,47.2,3,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
El Aïoun,2026-09-20,30.7,17.9,0.0,3,22.0,37.4,45,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
El Aïoun,2026-09-21,29.5,18.8,0.0,0,18.9,32.8,45,Chaud,Aucune,Faible,0,0,30,8.0,Faible
El Aïoun,2026-09-22,29.9,14.4,0.0,0,16.6,27.7,45,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Tameslouht,2026-09-20,36.3,23.8,0.2,8,18.0,29.5,3,Très chaud,Faible,Faible,25,0,100,35.0,Modéré
Tameslouht,2026-09-21,37.2,25.1,0.0,0,23.4,38.2,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Tameslouht,2026-09-22,36.3,22.7,0.0,0,16.8,26.6,1,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Sidi Yahia El Gharb,2026-09-20,38.1,22.0,0.0,0,17.7,32.4,1,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Sidi Yahia El Gharb,2026-09-21,36.9,20.3,0.0,0,15.3,28.8,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Sidi Yahia El Gharb,2026-09-22,34.5,18.8,0.0,0,14.3,25.9,0,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Chichaoua,2026-09-20,36.6,23.2,0.0,3,25.5,44.6,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Chichaoua,2026-09-21,38.3,23.7,0.0,0,25.8,42.1,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Chichaoua,2026-09-22,37.3,21.6,0.0,0,20.6,33.8,0,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Al ’Attawia,2026-09-20,35.6,22.3,0.0,10,11.6,20.2,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Al ’Attawia,2026-09-21,35.9,21.9,0.0,3,17.4,30.2,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Al ’Attawia,2026-09-22,35.1,20.8,0.0,0,15.4,27.7,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Tabount,2026-09-20,29.3,19.1,0.4,15,10.7,22.3,61,Chaud,Faible,Faible,25,0,30,18.0,Faible
Tabount,2026-09-21,29.7,19.3,1.2,25,16.6,28.4,80,Chaud,Faible,Faible,25,0,30,18.0,Faible
Tabount,2026-09-22,32.2,17.8,0.0,0,26.6,43.9,1,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
Zaïo,2026-09-20,29.0,20.9,0.0,0,19.5,40.0,3,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Zaïo,2026-09-21,28.8,19.7,0.0,0,15.2,33.8,45,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Zaïo,2026-09-22,28.5,17.4,0.0,0,12.5,28.1,45,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Aguelmous,2026-09-20,32.0,19.4,0.0,0,20.2,42.1,3,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
Aguelmous,2026-09-21,31.9,19.9,0.0,0,21.3,42.8,2,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
Aguelmous,2026-09-22,31.0,18.7,0.0,0,18.6,37.8,1,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Asilah,2026-09-20,30.3,24.0,0.0,0,30.6,55.8,1,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
Asilah,2026-09-21,31.0,23.4,0.0,0,23.9,43.9,1,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
Asilah,2026-09-22,30.6,22.5,0.0,0,19.2,33.8,1,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Imzouren,2026-09-20,29.7,21.0,0.0,0,23.8,44.3,2,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Imzouren,2026-09-21,29.8,19.8,0.0,0,20.2,37.1,2,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Imzouren,2026-09-22,28.5,17.8,0.0,0,15.9,28.4,1,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Mediouna,2026-09-20,34.9,19.3,0.0,0,17.1,30.6,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Mediouna,2026-09-21,37.3,20.8,0.0,0,19.7,35.3,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Mediouna,2026-09-22,34.4,19.0,0.0,0,17.1,30.6,1,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Demnat,2026-09-20,32.1,22.1,0.1,10,14.1,27.0,3,Chaud,Faible,Faible,25,0,60,25.0,Modéré
Demnat,2026-09-21,32.1,20.9,0.2,5,14.8,29.2,3,Chaud,Faible,Faible,25,0,60,25.0,Modéré
Demnat,2026-09-22,31.8,19.9,0.0,0,14.8,28.4,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Aïn Taoujdat,2026-09-20,35.2,19.5,0.0,0,16.2,31.7,1,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Aïn Taoujdat,2026-09-21,34.6,20.3,0.0,0,13.9,26.6,3,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Aïn Taoujdat,2026-09-22,33.0,18.9,0.0,0,12.6,24.1,0,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Sidi Smai’il,2026-09-20,36.1,19.7,0.0,0,16.1,29.2,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Sidi Smai’il,2026-09-21,38.9,21.2,0.0,0,17.6,30.6,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Sidi Smai’il,2026-09-22,35.6,17.4,0.0,0,15.9,28.8,1,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Moulay Bousselham,2026-09-20,34.2,21.1,0.0,0,15.9,27.7,1,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Moulay Bousselham,2026-09-21,32.1,19.9,0.0,0,17.1,29.5,1,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Moulay Bousselham,2026-09-22,32.0,20.1,0.0,0,18.9,31.7,0,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Mechraa Bel Ksiri,2026-09-20,38.4,24.5,0.0,0,23.5,43.6,1,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Mechraa Bel Ksiri,2026-09-21,37.9,24.7,0.0,0,17.1,32.8,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Mechraa Bel Ksiri,2026-09-22,36.1,22.1,0.0,0,14.3,26.6,0,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Souk et Tnine Jorf el Mellah,2026-09-20,37.8,24.7,0.0,0,22.4,42.1,1,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Souk et Tnine Jorf el Mellah,2026-09-21,37.6,24.8,0.0,0,17.7,33.1,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Souk et Tnine Jorf el Mellah,2026-09-22,35.9,23.3,0.0,0,13.8,27.0,0,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Zeghanghane,2026-09-20,26.5,22.4,1.0,38,27.9,55.4,80,Chaud,Faible,Modéré,25,30,30,28.0,Modéré
Zeghanghane,2026-09-21,26.3,21.5,0.0,3,23.0,46.1,2,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Zeghanghane,2026-09-22,26.8,18.2,0.0,0,18.7,36.7,2,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Oulad Barhil,2026-09-20,37.3,24.7,0.0,18,19.1,38.5,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Oulad Barhil,2026-09-21,38.2,23.0,0.0,10,21.4,39.2,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Oulad Barhil,2026-09-22,37.9,21.2,0.0,0,19.0,34.9,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Bir Jdid,2026-09-20,30.5,19.6,0.0,0,15.1,29.9,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Bir Jdid,2026-09-21,33.5,20.7,0.0,0,16.5,32.8,3,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Bir Jdid,2026-09-22,30.8,19.6,0.0,0,15.5,30.2,1,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Bou Arfa,2026-09-20,27.2,15.4,0.5,25,13.1,23.0,80,Chaud,Faible,Faible,25,0,30,18.0,Faible
Bou Arfa,2026-09-21,28.1,15.9,0.0,0,17.1,26.6,2,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Bou Arfa,2026-09-22,26.9,15.2,0.0,0,10.8,19.1,2,Chaud,Aucune,Faible,0,0,30,8.0,Faible
Tahannawt,2026-09-20,32.5,23.1,0.2,20,15.0,30.6,80,Chaud,Faible,Faible,25,0,60,25.0,Modéré
Tahannawt,2026-09-21,33.4,22.6,0.0,13,18.3,34.6,3,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Tahannawt,2026-09-22,32.9,20.7,0.0,0,17.1,31.3,0,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Arfoud,2026-09-20,31.2,20.5,0.0,18,8.6,23.8,3,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Arfoud,2026-09-21,33.2,20.8,0.1,13,18.9,29.2,3,Chaud,Faible,Faible,25,0,60,25.0,Modéré
Arfoud,2026-09-22,31.8,20.9,0.0,0,11.6,17.6,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Tahla,2026-09-20,33.6,21.1,0.0,0,19.2,37.4,0,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Tahla,2026-09-21,33.4,20.5,0.0,0,15.6,30.6,1,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Tahla,2026-09-22,32.2,18.8,0.0,0,10.8,21.2,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Missour,2026-09-20,31.7,16.8,0.7,18,24.1,40.7,80,Chaud,Faible,Modéré,25,30,60,36.0,Modéré
Missour,2026-09-21,30.1,18.0,0.0,0,24.0,37.8,45,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
Missour,2026-09-22,29.9,16.1,0.0,0,21.6,33.5,1,Chaud,Aucune,Modéré,0,30,30,18.0,Faible
Sidi Lmokhtar,2026-09-20,36.4,22.3,0.0,0,22.0,37.1,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Sidi Lmokhtar,2026-09-21,38.5,23.1,0.0,0,21.7,37.8,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Sidi Lmokhtar,2026-09-22,37.3,21.0,0.0,0,18.7,31.0,0,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Douar Toulal,2026-09-20,36.5,21.0,0.0,0,17.6,39.6,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Douar Toulal,2026-09-21,35.7,21.2,0.0,0,16.5,37.4,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Douar Toulal,2026-09-22,33.7,18.6,0.0,0,14.0,32.4,0,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Oulad Yaïch,2026-09-20,37.7,24.6,0.0,3,20.1,36.4,2,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Oulad Yaïch,2026-09-21,37.0,22.4,0.0,3,11.4,20.2,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Oulad Yaïch,2026-09-22,36.4,21.7,0.0,0,9.7,19.1,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Zawyat ech Cheïkh,2026-09-20,35.3,18.6,0.0,3,13.7,23.8,2,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Zawyat ech Cheïkh,2026-09-21,34.9,18.8,0.0,3,13.9,30.6,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Zawyat ech Cheïkh,2026-09-22,33.5,17.1,0.0,0,11.8,22.3,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Imi-n-Tanout,2026-09-20,32.3,23.8,0.0,18,21.0,35.6,3,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
Imi-n-Tanout,2026-09-21,34.2,24.2,0.0,3,25.0,43.9,3,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
Imi-n-Tanout,2026-09-22,33.0,23.1,0.0,0,22.0,37.8,0,Chaud,Aucune,Modéré,0,30,60,26.0,Modéré
Sebt Gzoula,2026-09-20,33.5,22.0,0.0,0,15.4,29.5,2,Chaud,Aucune,Faible,0,0,60,15.0,Faible
Sebt Gzoula,2026-09-21,36.2,22.3,0.0,0,14.1,28.4,3,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Sebt Gzoula,2026-09-22,36.7,19.7,0.0,0,13.7,26.3,0,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Tifariti,2026-09-20,37.4,19.0,0.0,0,13.7,25.2,0,Très chaud,Aucune,Faible,0,0,100,25.0,Modéré
Tifariti,2026-09-21,39.1,26.1,0.0,2,24.5,39.6,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
Tifariti,2026-09-22,39.0,25.9,0.0,2,22.0,33.8,3,Très chaud,Aucune,Modéré,0,30,100,36.0,Modéré
